proteinID,domainID,domainDescription,domainStart,domainEnd
A0A0B0NEZ8,PF04539,RNA polymerase sigma-70 region 3,366,432
A0A0B0NFX2,PF04133,Vacuolar protein sorting 55,19,133
A0A0B0NN40,PF01269,Fibrillarin,166,237
A0A0B0NWJ9,PF00237,Ribosomal protein L22/L17,20,152
A0A0B0P0P7,PF02042,RWP-RK domain,583,630
A0A0B0P0Q7,mobidb-lite,disorder_prediction,228,247
A0A0B0P3X1,mobidb-lite,disorder_prediction,241,283
A0A0B0PA68,PF16712,Stomatal closure-related actin-binding protein coiled-coil domain,101,269
A0A0B0PY41,PF00319,Transcription factor MADS-box,25,72
A0A0B0Q1J2,mobidb-lite,disorder_prediction,781,811
A0A0B0Q2R2,CoiledCoil,Kinesin-like protein KIF15 OS=Gossypium arboreum GN=F383_05570 PE=3 SV=1,857,892
A0A0B1NVY7,PF04388,Hamartin,193,496
A0A0B1NZU7,PF04568,Mitochondrial ATPase inhibitor,3,91
A0A0B1PA48,mobidb-lite,disorder_prediction,318,427
A0A0B1PAX4,PF00044,Glyceraldehyde 3-phosphate dehydrogenase NAD(P) binding domain,5,104
A0A0B1PCS0,PF00069,Protein kinase domain,259,561
A0A0B1PDH4,PF02809,Ubiquitin interacting motif,267,280
A0A0B1PPX9,PF05186,Dpy-30 motif,122,162
A0A0B1RSI2,mobidb-lite,disorder_prediction,38,238
A0A0B1RXY6,PF00078,Reverse transcriptase domain,303,429
A0A0B1S6D1,PF05653,Magnesium transporter NIPA,4,157
A0A0B1SFM8,PF16835,SF3A2 domain,58,151
A0A0B1SH32,PF00013,K Homology domain type 1,27,91
A0A0B1SJ74,PF04801,DNA-directed RNA polymerase III subunit Rpc5,13,75
A0A0B1SMK8,PF00078,Reverse transcriptase domain,116,235
A0A0B1SR60,PF00014,Pancreatic trypsin inhibitor Kunitz domain,590,638
A0A0B1STN4,PF00191,Annexin repeat,58,121
A0A0B1TI07,PF00046,Homeobox domain,136,191
A0A0B1TPW8,PF17135,Ribosomal protein L18e/L15P,2,103
A0A0B1TSP9,PF00573,Ribosomal protein L4/L1e,11,213
A0A0B1TUZ7,PF00027,Cyclic nucleotide-binding domain,241,325
A0A0B2NU79,PF00063,Myosin head motor domain,27,685
A0A0B2NWA9,mobidb-lite,disorder_prediction,1242,1297
A0A0B2NZQ4,PF11955,Plant organelle RNA recognition domain,21,82
A0A0B2P1D6,PF00076,RNA recognition motif domain,268,325
A0A0B2P3I6,mobidb-lite,disorder_prediction,1,36
A0A0B2PEV5,mobidb-lite,disorder_prediction,43,137
A0A0B2PJR6,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,391,662
A0A0B2PKF1,PF00005,ABC transporter-like,58,206
A0A0B2PL29,PF00225,Kinesin motor domain,38,342
A0A0B2QAW4,PF01248,Ribosomal protein L7Ae/L30e/S12e/Gadd45,40,123
A0A0B2QEK7,PF13516,Leucine-rich repeat,574,591
A0A0B2QGQ6,PF00005,ABC transporter-like,78,173
A0A0B2QGX6,CoiledCoil,Kinesin-like protein OS=Glycine soja GN=glysoja_042781 PE=3 SV=1,223,251
A0A0B2QH45,PF02536,Transcription termination factor mitochondrial/chloroplastic,454,559
A0A0B2QLC9,PF09835,Domain of unknown function DUF2062,12,151
A0A0B2QPB2,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,994,1263
A0A0B2QTW0,PF07690,Major facilitator superfamily,316,520
A0A0B2QV15,PF05698,Trigger factor C-terminal,375,532
A0A0B2QXY5,PF13355,Domain of unknown function DUF4101,686,803
A0A0B2R3W9,PF07911,Protein of unknown function DUF1677 plant,40,112
A0A0B2R4X3,PF04535,Domain of unknown function DUF588,15,151
A0A0B2R513,mobidb-lite,disorder_prediction,389,424
A0A0B2RET5,PF07716,Basic-leucine zipper domain,171,217
A0A0B2RZN3,PF00407,Bet v I/Major latex protein,10,109
A0A0B2S020,PF02234,Cyclin-dependent kinase inhibitor,116,162
A0A0B2S4J1,PF04406,Spo11/DNA topoisomerase VI subunit A N-terminal,133,194
A0A0B2SC36,mobidb-lite,disorder_prediction,687,708
A0A0B2SGK8,PF12697,Alpha/beta hydrolase fold-1,365,626
A0A0B2SJI5,PF01535,Pentatricopeptide repeat,26,49
A0A0B2SQU5,PF13359,Harbinger transposase-derived nuclease domain,119,153
A0A0B2SUH1,PF00210,Ferritin/DPS protein domain,1,126
A0A0B2SV19,mobidb-lite,disorder_prediction,239,273
A0A0B2UPY6,mobidb-lite,disorder_prediction,1187,1206
A0A0B2USY7,PF00270,DEAD/DEAH box helicase domain,307,483
A0A0B2UW77,PF10588,NADH:ubiquinone oxidoreductase subunit G iron-sulphur binding,117,156
A0A0B2UWC7,mobidb-lite,disorder_prediction,511,658
A0A0B2V0V3,PF00135,Carboxylesterase type B,67,521
A0A0B2V2Z6,PF09379,FERM N-terminal,34,100
A0A0B2V649,PF11977,Ribonuclease Zc3h12a-like NYN domain,148,223
A0A0B2V6U1,PF03473,Molybdenum cofactor sulfurase C-terminal,200,333
A0A0B2V7I9,PF06220,U1-C C2H2-type zinc finger,1,38
A0A0B2VLQ6,PF10189,Integrator complex subunit 3,200,262
A0A0B2VRQ1,PF00822,PMP-22/EMP/MP20/Claudin superfamily,21,175
A0A0B2VYG5,PF01273,Lipid-binding serum glycoprotein N-terminal,383,474
A0A0B2W221,PF00106,Short-chain dehydrogenase/reductase SDR,50,233
A0A0B4JT96,PF00033,Cytochrome b/b6 N-terminal,3,103
A0A0B4K7V4,mobidb-lite,disorder_prediction,638,721
A0A0B4KFB7,mobidb-lite,disorder_prediction,265,293
A0A0B4LN97,PF00115,Cytochrome c oxidase subunit I,3,212
A0A0B4ME51,PF00115,Cytochrome c oxidase subunit I,2,186
A0A0B4N6C3,PF01251,Ribosomal protein S7e,7,191
A0A0B4T5B6,PF00115,Cytochrome c oxidase subunit I,2,210
A0A0B4TTS3,PF00115,Cytochrome c oxidase subunit I,4,212
A0A0B4TZK6,PF00115,Cytochrome c oxidase subunit I,2,204
A0A0B4U4S6,PF01344,Kelch repeat type 1,193,224
A0A0B4U717,LowComplexity,AP2 transcription factor OS=Capsicum annuum GN=AP2 PE=2 SV=1,407,420
A0A0B4U774,PF03514,Transcription factor GRAS,1,141
A0A0B4U7P3,PF00033,Cytochrome b/b6 N-terminal,19,204
A0A0B4VLC5,mobidb-lite,disorder_prediction,583,616
A0A0B5A1M9,PF00060,Ionotropic glutamate receptor,121,154
A0A0B5D3B8,PF00115,Cytochrome c oxidase subunit I,11,176
A0A0B5D510,PF03144,Translation elongation factor EFTu-like domain 2,160,225
A0A0B5GUZ6,PF00021,Ly-6 antigen/uPA receptor-like,22,103
A0A0B6Y3G8,PF00988,Carbamoyl-phosphate synthase small subunit N-terminal domain,6,63
A0A0B6YLZ1,PF00615,RGS domain,16,92
A0A0B6YVQ2,PF03109,UbiB domain,21,67
A0A0B6ZM62,PF00069,Protein kinase domain,133,203
A0A0B7A2I3,CoiledCoil,Uncharacterized protein (Fragment) OS=Arion vulgaris GN=ORF93472 PE=4 SV=1,466,487
A0A0B7A376,PF00018,SH3 domain,609,653
A0A0B7AJ75,PF00418,Microtubule associated protein  tubulin-binding repeat,161,190
A0A0B7B692,PF00144,Beta-lactamase-related,46,388
A0A0B7BDQ7,mobidb-lite,disorder_prediction,203,361
A0A0B7BWM4,PF00089,Serine proteases trypsin domain,178,245
A0A0B7BXB2,PF14497,Glutathione S-transferase C-terminal,99,198
A0A0B7JKF5,mobidb-lite,disorder_prediction,662,702
A0A0B7JR88,mobidb-lite,disorder_prediction,1296,1491
A0A0B7K7C4,PF00153,Mitochondrial substrate/solute carrier,161,273
A0A0B7K7M7,mobidb-lite,disorder_prediction,331,423
A0A0B7K7P5,mobidb-lite,disorder_prediction,1,24
A0A0B7K8L8,PF00172,Zn(2)-C6 fungal-type DNA-binding domain,58,96
A0A0B7KJF6,mobidb-lite,disorder_prediction,182,204
A0A0B7MPG7,mobidb-lite,disorder_prediction,220,251
A0A0B7MV08,mobidb-lite,disorder_prediction,161,233
A0A0B7N8J8,PF14853,Fis1 C-terminal tetratricopeptide repeat,75,127
A0A0B7NHT5,PF04408,Helicase-associated domain,1550,1637
A0A0B7NJ12,PF00828,Ribosomal protein L18e/L15P,28,142
A0A0B7NJ81,PF01839,FG-GAP repeat,484,508
A0A0B8RP40,PF16837,SF3A3 domain,129,205
A0A0B8RZG8,PF01597,Glycine cleavage system H-protein/Simiate,102,164
A0A0C1BW72,PF08659,Polyketide synthase ketoreductase domain,2017,2197
A0A0C2DWJ6,mobidb-lite,disorder_prediction,325,433
A0A0C2FNE7,PF16212,P-type ATPase C-terminal,1,153
A0A0C2G492,PF07645,EGF-like calcium-binding domain,2,29
A0A0C2GCH6,PF01431,Peptidase M13 C-terminal domain,46,129
A0A0C2GSR1,PF08142,AARP2CN,227,312
A0A0C2MEN3,PF01398,JAB1/MPN/MOV34 metalloenzyme domain,1,85
A0A0C2MRD9,PF12009,Telomerase ribonucleoprotein complex - RNA-binding domain,243,372
A0A0C4DG49,PF07686,Immunoglobulin V-set domain,33,141
A0A0C4DG97,mobidb-lite,disorder_prediction,290,332
A0A0C4L2U8,PF00115,Cytochrome c oxidase subunit I,1,204
A0A0C4MKC8,PF00115,Cytochrome c oxidase subunit I,4,220
A0A0C4UQV2,mobidb-lite,disorder_prediction,75,114
A0A0C4ZQB4,PF03144,Translation elongation factor EFTu-like domain 2,188,253
A0A0C4ZQV8,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,23,288
A0A0C5AQ89,PF00115,Cytochrome c oxidase subunit I,2,206
A0A0C5ASN1,PF02788,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,15,135
A0A0C6E5Z1,PF00115,Cytochrome c oxidase subunit I,2,197
A0A0C7B3P4,mobidb-lite,disorder_prediction,784,834
A0A0C7B8F4,PF00632,HECT domain,446,747
A0A0C7BD60,PF16835,SF3A2 domain,116,210
A0A0C7BF60,CoiledCoil,Uncharacterized protein OS=Rhizopus microsporus GN=RMATCC62417_05845 PE=4 SV=1,375,421
A0A0C7BI63,PF00076,RNA recognition motif domain,112,189
A0A0C7BN66,PF00172,Zn(2)-C6 fungal-type DNA-binding domain,13,45
A0A0C7BRW3,PF13181,Tetratricopeptide repeat,96,126
A0A0C7BRW7,mobidb-lite,disorder_prediction,1,24
A0A0C7BY34,PF08238,Sel1-like repeat,200,228
A0A0C7CB62,mobidb-lite,disorder_prediction,282,367
A0A0C7N2I6,PF03095,Phosphotyrosyl phosphatase activator PTPA,18,312
A0A0C7N3G5,mobidb-lite,disorder_prediction,180,213
A0A0C7N6W7,PF00134,Cyclin N-terminal,42,194
A0A0C7N742,mobidb-lite,disorder_prediction,44,65
A0A0C9LI83,PF00001,G protein-coupled receptor rhodopsin-like,10,115
A0A0C9LTF9,PF04037,Domain of unknown function DUF382,165,291
A0A0C9LUJ0,PF02786,Carbamoyl-phosphate synthetase large subunit-like ATP-binding domain,169,372
A0A0C9LXX4,PF14664,Rapamycin-insensitive companion of mTOR N-terminal domain,213,577
A0A0C9LY46,PF08618,Transcription factor Opi1,165,385
A0A0C9M7P4,mobidb-lite,disorder_prediction,1194,1215
A0A0C9MBH1,PF01194,DNA-directed RNA polymerase subunit N/Rpb10,1,65
A0A0C9MDC4,mobidb-lite,disorder_prediction,1,20
A0A0C9MJS7,mobidb-lite,disorder_prediction,521,559
A0A0C9MVZ7,PF00226,DnaJ domain,68,129
A0A0C9MYM8,mobidb-lite,disorder_prediction,900,919
A0A0C9PHK5,PF05495,Zinc finger CHY-type,9,81
A0A0C9PW12,PF00046,Homeobox domain,245,301
A0A0C9Q0G7,mobidb-lite,disorder_prediction,531,572
A0A0C9Q4P7,LowComplexity,NKX2-1 protein OS=Fopius arisanus GN=NKX2-1 PE=4 SV=1,263,278
A0A0C9Q8N4,mobidb-lite,disorder_prediction,419,480
A0A0C9QNG1,mobidb-lite,disorder_prediction,195,215
A0A0C9QSS8,PF07724,ATPase AAA-type core,634,809
A0A0C9QYX5,mobidb-lite,disorder_prediction,163,182
A0A0C9R6B0,PF13499,EF-hand domain,85,145
A0A0C9RCE5,PF02195,ParB/Sulfiredoxin,52,134
A0A0C9RIB1,mobidb-lite,disorder_prediction,1435,1469
A0A0C9RKZ6,PF01846,FF domain,301,350
A0A0C9RSW8,PF07731,Multicopper oxidase type 2,598,718
A0A0C9RUN4,CoiledCoil,Cog3_0 protein OS=Fopius arisanus GN=Cog3_0 PE=4 SV=1,459,480
A0A0C9RUQ3,mobidb-lite,disorder_prediction,11,31
A0A0C9S6H4,mobidb-lite,disorder_prediction,27,59
A0A0D1W2E3,mobidb-lite,disorder_prediction,1,129
A0A0D1WHS7,PF13193,AMP-binding enzyme C-terminal domain,595,671
A0A0D1WIB1,mobidb-lite,disorder_prediction,85,238
A0A0D1WXX8,mobidb-lite,disorder_prediction,181,231
A0A0D1XC47,PF11951,Fungal transcription factor,138,246
A0A0D1XCU9,PF13847,Methyltransferase domain,40,147
A0A0D1XCY8,LowComplexity,Glutamine-tRNA ligase OS=Verruconis gallopava GN=PV09_08277 PE=3 SV=1,35,54
A0A0D1XUW6,mobidb-lite,disorder_prediction,866,917
A0A0D1XVC9,PF00149,Calcineurin-like phosphoesterase domain ApaH type,12,240
A0A0D1XW70,mobidb-lite,disorder_prediction,117,148
A0A0D1XZT1,PF00658,Polyadenylate-binding protein/Hyperplastic disc protein,677,743
A0A0D1Y3L2,PF06881,RNA polymerase II transcription factor SIII subunit A,21,124
A0A0D1Y5H6,PF13805,Eisosome component PIL1/LSP1,1,199
A0A0D1Y909,PF00106,Short-chain dehydrogenase/reductase SDR,5,203
A0A0D1YD01,PF00149,Calcineurin-like phosphoesterase domain ApaH type,5,240
A0A0D1YF91,LowComplexity,Uncharacterized protein OS=Exophiala sideris GN=PV11_03738 PE=4 SV=1,963,977
A0A0D1YG73,PF04444,Catechol dioxygenase N-terminal,33,105
A0A0D1YGD0,mobidb-lite,disorder_prediction,445,470
A0A0D1YTL3,PF02153,Prephenate dehydrogenase,65,268
A0A0D1Z0F8,mobidb-lite,disorder_prediction,1,153
A0A0D1Z2C5,mobidb-lite,disorder_prediction,90,199
A0A0D1Z5I5,PF08286,Kinetochore-Ndc80 subunit Spc24,84,197
A0A0D1ZA10,mobidb-lite,disorder_prediction,1007,1049
A0A0D1ZID1,CoiledCoil,Uncharacterized protein OS=Exophiala spinifera GN=PV08_09905 PE=4 SV=1,126,154
A0A0D1ZK19,PF01522,NodB homology domain,55,149
A0A0D1ZRK4,mobidb-lite,disorder_prediction,627,657
A0A0D1ZV83,PF00172,Zn(2)-C6 fungal-type DNA-binding domain,9,42
A0A0D1ZXS8,mobidb-lite,disorder_prediction,517,619
A0A0D1ZZM4,PF00400,WD40 repeat,440,488
A0A0D2A4Q5,PF01432,Peptidase M3A/M3B catalytic domain,284,768
A0A0D2AJU0,mobidb-lite,disorder_prediction,16,77
A0A0D2AWA3,PF00166,GroES chaperonin family,11,102
A0A0D2AYJ9,PF00076,RNA recognition motif domain,58,127
A0A0D2B403,PF00011,Alpha crystallin/Hsp20 domain,180,232
A0A0D2B631,PF00394,Multicopper oxidase type 1,329,485
A0A0D2BDD5,PF00013,K Homology domain type 1,254,315
A0A0D2BL94,mobidb-lite,disorder_prediction,1131,1157
A0A0D2BLY7,PF00004,ATPase AAA-type core,219,350
A0A0D2BR57,PF07690,Major facilitator superfamily,71,527
A0A0D2BZP1,PF00013,K Homology domain type 1,245,312
A0A0D2C1S3,CoiledCoil,Uncharacterized protein OS=Exophiala xenobiotica GN=PV05_03215 PE=4 SV=1,597,632
A0A0D2C6C9,PF00083,Major facilitator  sugar transporter-like,106,561
A0A0D2C9H5,mobidb-lite,disorder_prediction,1016,1058
A0A0D2CBK4,mobidb-lite,disorder_prediction,173,194
A0A0D2CC20,PF08390,TRAM1-like protein,91,153
A0A0D2CH55,PF04082,Transcription factor domain fungi,178,318
A0A0D2CHX8,PF15932,Protein of unknown function DUF4748,3,52
A0A0D2CHY2,PF03476,MOSC N-terminal beta barrel,7,131
A0A0D2CLI1,mobidb-lite,disorder_prediction,475,736
A0A0D2CNL7,mobidb-lite,disorder_prediction,1,64
A0A0D2CWX2,mobidb-lite,disorder_prediction,107,130
A0A0D2D3P1,mobidb-lite,disorder_prediction,1,49
A0A0D2D818,PF14703,10TM putative phosphate transporter cytosolic domain,213,285
A0A0D2DJJ6,CoiledCoil,Uncharacterized protein OS=Exophiala oligosperma GN=PV06_04298 PE=3 SV=1,484,505
A0A0D2DKZ6,PF00069,Protein kinase domain,23,314
A0A0D2DT42,mobidb-lite,disorder_prediction,177,204
A0A0D2E2I5,PF03143,Translation elongation factor EFTu/EF1A C-terminal,605,713
A0A0D2E960,PF00324,Amino acid permease/ SLC12A domain,114,570
A0A0D2EBG9,PF00076,RNA recognition motif domain,94,163
A0A0D2EGF3,mobidb-lite,disorder_prediction,748,770
A0A0D2EPN3,PF03828,PAP/25A-associated,367,422
A0A0D2ETD3,PF04567,RNA polymerase Rpb2 domain 5,704,744
A0A0D2EUQ8,mobidb-lite,disorder_prediction,767,862
A0A0D2EZV6,PF00664,ABC transporter type 1 transmembrane domain,930,1167
A0A0D2F120,mobidb-lite,disorder_prediction,114,158
A0A0D2FZX5,mobidb-lite,disorder_prediction,629,677
A0A0D2G2K8,PF02005,tRNA methyltransferase Trm1,110,559
A0A0D2J735,PF08393,Dynein heavy chain domain-2,4,51
A0A0D2LHH3,PF00175,Oxidoreductase FAD/NAD(P)-binding,515,598
A0A0D2LYY3,PF13419,HAD-like domain,17,208
A0A0D2M6U9,PF00226,DnaJ domain,3,63
A0A0D2MG19,LowComplexity,Myosin-2 heavy chain OS=Monoraphidium neglectum GN=MNEG_8331 PE=4 SV=1,1096,1110
A0A0D2MGR8,LowComplexity,Uncharacterized protein OS=Monoraphidium neglectum GN=MNEG_13732 PE=4 SV=1,533,545
A0A0D2MIC8,PF00067,Cytochrome P450,32,459
A0A0D2NE42,PF03127,GAT domain,233,306
A0A0D2NFS6,PF00179,Ubiquitin-conjugating enzyme E2,41,134
A0A0D2NHC0,mobidb-lite,disorder_prediction,433,489
A0A0D2NI64,PF00141,Haem peroxidase plant/fungal/bacterial,18,217
A0A0D2NU89,PF12796,Ankyrin repeat-containing domain,85,151
A0A0D2NVK8,PF03079,Acireductone dioxygenase ARD family,3,127
A0A0D2P679,mobidb-lite,disorder_prediction,1,33
A0A0D2PD42,PF13639,Zinc finger RING-type,605,646
A0A0D2PGW8,PF00046,Homeobox domain,26,83
A0A0D2PM55,PF00119,ATP synthase F0 complex subunit A,12,155
A0A0D2PU31,PF13516,Leucine-rich repeat,279,294
A0A0D2PUW3,PF00169,Pleckstrin homology domain,36,134
A0A0D2Q1I9,PF00249,SANT/Myb domain,89,135
A0A0D2Q261,PF00125,Histone H2A/H2B/H3,19,50
A0A0D2QLQ7,mobidb-lite,disorder_prediction,525,544
A0A0D2QT74,PF00749,Glutamyl/glutaminyl-tRNA synthetase class Ib catalytic domain,270,574
A0A0D2QUX0,mobidb-lite,disorder_prediction,331,374
A0A0D2R101,mobidb-lite,disorder_prediction,1,100
A0A0D2R6L8,PF00037,4Fe-4S ferredoxin-type iron-sulphur binding domain,49,71
A0A0D2R826,mobidb-lite,disorder_prediction,452,488
A0A0D2RKL0,PF00622,SPRY domain,145,263
A0A0D2RMC8,PF00789,UBX domain,365,414
A0A0D2RRZ6,mobidb-lite,disorder_prediction,629,1562
A0A0D2S2P0,CoiledCoil,Uncharacterized protein OS=Gossypium raimondii GN=B456_006G263200 PE=4 SV=1,158,179
A0A0D2S4Q8,mobidb-lite,disorder_prediction,1,76
A0A0D2SEE0,PF01058,NADH:ubiquinone oxidoreductase-like 20kDa subunit,107,196
A0A0D2SFH7,mobidb-lite,disorder_prediction,67,108
A0A0D2TE20,PF11998,Protein of unknown function DUF3493,172,249
A0A0D2TVA2,PF16457,Pleckstrin homology domain,59,123
A0A0D2TW42,PF00069,Protein kinase domain,287,558
A0A0D2TWX5,PF07059,Protein ENHANCED DISEASE RESISTANCE 2 C-terminal,257,478
A0A0D2UCB5,PF04884,Root UVB sensitive family,46,281
A0A0D2UFV7,PF07885,Potassium channel domain,161,240
A0A0D2UM62,PF00004,ATPase AAA-type core,1,81
A0A0D2UX07,mobidb-lite,disorder_prediction,184,212
A0A0D2UZ92,PF00637,Clathrin heavy chain/VPS 7-fold repeat,701,840
A0A0D2V126,PF03321,GH3 family,13,559
A0A0D2VH21,PF01397,Terpene synthase N-terminal domain,143,194
A0A0D3ERW4,PF01535,Pentatricopeptide repeat,165,192
A0A0D3F4C8,PF00400,WD40 repeat,148,183
A0A0D3F6X4,PF02776,Thiamine pyrophosphate enzyme N-terminal TPP-binding domain,360,504
A0A0D3F9E1,PF05739,Target SNARE coiled-coil homology domain,205,253
A0A0D3FAV5,PF03254,Xyloglucan fucosyltransferase,15,478
A0A0D3FCA6,mobidb-lite,disorder_prediction,1,54
A0A0D3FCM0,PF00300,Histidine phosphatase superfamily clade-1,12,215
A0A0D3FCP2,PF12043,Protein of unknown function DUF3527,357,671
A0A0D3FCZ2,PF00288,GHMP kinase N-terminal domain,695,756
A0A0D3FW59,PF05794,T-complex 11,407,890
A0A0D3FXT1,PF17123,Zinc finger RING-type,93,122
A0A0D3FYT8,PF00010,Myc-type basic helix-loop-helix (bHLH) domain,621,666
A0A0D3FZT6,PF04140,Isoprenylcysteine carboxyl methyltransferase,29,120
A0A0D3G296,PF08263,Leucine-rich repeat-containing N-terminal plant-type,381,417
A0A0D3G9C2,PF14641,Helix-turn-helix DNA-binding domain of Spt6,308,431
A0A0D3GEZ8,mobidb-lite,disorder_prediction,1660,1682
A0A0D3GG61,PF10868,Defensin-like protein,40,87
A0A0D3GJ59,CoiledCoil,Uncharacterized protein OS=Oryza barthii PE=4 SV=1,523,544
A0A0D3GM81,LowComplexity,Uncharacterized protein OS=Oryza barthii PE=4 SV=1,616,631
A0A0D3GNR0,PF01081,KDPG/KHG aldolase,41,176
A0A0D3GUZ6,mobidb-lite,disorder_prediction,881,949
A0A0D3H075,PF06880,Protein of unknown function DUF1262,27,128
A0A0D3H3V6,PF08240,Alcohol dehydrogenase N-terminal,7,137
A0A0D3H418,PF14700,DNA-directed RNA polymerase N-terminal,125,445
A0A0D3HK47,PF12796,Ankyrin repeat-containing domain,5,91
A0A0D3HN64,PF08263,Leucine-rich repeat-containing N-terminal plant-type,30,68
A0A0D3HU34,PF00557,Peptidase M24,202,429
A0A0D3L685,PF00115,Cytochrome c oxidase subunit I,1,180
A0A0D3M1C1,PF01824,Maturase MatK N-terminal domain,1,157
A0A0D3M6B6,PF00623,RNA polymerase alpha subunit,431,513
A0A0D3QTQ1,PF10413,Rhodopsin N-terminal,2,30
A0A0D3QY55,PF00022,Actin family,2,155
A0A0D4BQR0,PF01824,Maturase MatK N-terminal domain,1,169
A0A0D4BS96,PF01348,Domain X,189,261
A0A0D4D5C5,PF09425,CO/COL/TOC1 conserved site,158,182
A0A0D5MDX5,PF00146,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,1,167
A0A0D5YA29,PF03106,WRKY domain,41,97
A0A0D6EIN0,mobidb-lite,disorder_prediction,19,162
A0A0D6ENV5,PF00288,GHMP kinase N-terminal domain,173,246
A0A0D6ETE0,PF00787,Phox homologous domain,87,199
A0A0D6LJF5,mobidb-lite,disorder_prediction,2133,2158
A0A0D6LM05,PF01979,Amidohydrolase-related,82,263
A0A0D6LTY2,PF02887,Pyruvate kinase C-terminal,249,310
A0A0D6LUX2,PF01591,6-phosphofructo-2-kinase,8,198
A0A0D6LX61,mobidb-lite,disorder_prediction,1532,1559
A0A0D6M2K0,PF02995,Protein of unknown function DUF229,1,140
A0A0D6M3G0,mobidb-lite,disorder_prediction,125,183
A0A0D6M6X9,PF07540,Nucleolar complex-associated protein 3 N-terminal,227,323
A0A0D6QX50,PF03195,Lateral organ boundaries LOB,66,164
A0A0D6R549,mobidb-lite,disorder_prediction,92,133
A0A0D6R551,PF10584,Proteasome alpha-subunit N-terminal domain,5,27
A0A0D6R6Q9,PF00400,WD40 repeat,184,223
A0A0D6R7W7,PF02798,Glutathione S-transferase N-terminal,13,76
A0A0D8XAN1,PF00628,Zinc finger PHD-finger,554,599
A0A0D8XCI9,PF00620,Rho GTPase-activating protein domain,244,285
A0A0D8XNL4,PF07857,TMEM144,3,332
A0A0D8XXG4,PF07690,Major facilitator superfamily,109,436
A0A0D9QIA6,mobidb-lite,disorder_prediction,561,593
A0A0D9QKV8,PF00400,WD40 repeat,48,77
A0A0D9QLJ8,PF15001,AP-5 complex subunit sigma-1,1,199
A0A0D9QMI6,PF03097,BRO1 domain,28,381
A0A0D9QMR0,PF01467,Cytidyltransferase-like domain,546,689
A0A0D9QN56,mobidb-lite,disorder_prediction,183,218
A0A0D9QS71,mobidb-lite,disorder_prediction,778,835
A0A0D9QUX9,PF00023,Ankyrin repeat,161,187
A0A0D9QV89,PF00149,Calcineurin-like phosphoesterase domain ApaH type,139,341
A0A0D9QW23,PF01094,Receptor ligand binding region,5,319
A0A0D9QWI9,mobidb-lite,disorder_prediction,1820,1973
A0A0D9QY32,PF00057,Low-density lipoprotein (LDL) receptor class A repeat,1062,1097
A0A0D9QY32,LowComplexity,Uncharacterized protein OS=Chlorocebus sabaeus GN=LRP1 PE=4 SV=1,2,14
A0A0D9R2J2,PF01840,TCL1/MTCP1,5,104
A0A0D9R3V4,PF12417,Protein of unknown function DUF3669 zinc finger protein,44,112
A0A0D9R4W5,CoiledCoil,Uncharacterized protein OS=Chlorocebus sabaeus GN=CAGE1 PE=4 SV=1,523,558
A0A0D9R4X8,CoiledCoil,Uncharacterized protein OS=Chlorocebus sabaeus GN=BICD1 PE=4 SV=1,45,73
A0A0D9R995,mobidb-lite,disorder_prediction,253,282
A0A0D9RFL8,PF00400,WD40 repeat,596,633
A0A0D9RJD9,PF00880,Nebulin repeat,320,348
A0A0D9RM21,PF00005,ABC transporter-like,578,712
A0A0D9RMC5,mobidb-lite,disorder_prediction,658,691
A0A0D9RNH1,PF03281,Mab-21 domain,214,513
A0A0D9RP20,PF00013,K Homology domain type 1,609,666
A0A0D9RSG8,PF01740,STAS domain,535,683
A0A0D9RWF2,mobidb-lite,disorder_prediction,1,54
A0A0D9RX26,mobidb-lite,disorder_prediction,1,44
A0A0D9S1A7,PF00876,Innexin,47,236
